% Model:              Untitled.mph
% Version:            COMSOL 6.1.0.252
% Date:               May 22 2023, 18:04
% Dimension:          3
% Nodes:              3168
% Expressions:        5
% Description:        von Mises stress, Entity index, X-coordinate, Y-coordinate, Z-coordinate
% Length unit:        m
% X                       Y                        Z                        solid.mises (N/m^2)      dom                      X (m)                    Y (m)                    Z (m)
0                         0.10000000000000002      0                        10.00001872133336        1                        0                        0.10000000000000002      0
0.062053502697436404      0.06472036045735934      0                        10.000022171471768       1                        0.0620535026974364       0.06472036045735932      0
0                         0.06205350269743626      0.06472036045735934      9.999984512919383        1                        0                        0.06205350269743626      0.06472036045735932
0                         0                        0                        10.000007288571144       1                        0                        0                        0
0.04026572082373415       0.045813807137298664     0.10473781540395347      10.000013756279314       1                        0.04026572082373415      0.045813807137298664     0.1047378154039535
0                         0                        0.09999999999999998      10.000000941738804       1                        0                        0                        0.09999999999999998
0                         0.07230687138033452      0.14944266381316454      10.000014870182397       1                        0                        0.07230687138033452      0.14944266381316454
0                         0                        0.19999999999999996      9.999986961976722        1                        0                        0                        0.19999999999999996
0.06472053248057413       0                        0.06206940003054591      10.000024371084823       1                        0.06472053248057416      0                        0.062069400030545924
0.09999999999999998       0                        0                        10.000004073651432       1                        0.09999999999999998      0                        0
0.07641915651390142       0.12053513904388088      0.05473781540395346      10.000027499199634       1                        0.07641915651390142      0.12053513904388086      0.054737815403953484
0.08952358331832677       0                        0.14988327543226468      10.000000436944562       1                        0.08952358331832677      0                        0.14988327543226468
0                         0.1498760451532371       0.08956183566962488      10.000022605093186       1                        0                        0.14987604515323708      0.08956183566962485
0                         0.08313273503022969      0.24810613339018672      9.999954086460159        1                        0                        0.08313273503022968      0.2481061333901868
0.049980619803167106      0.1242864835279042       0.20014528679400706      9.999990205252335        1                        0.049980619803167106     0.12428648352790421      0.2001452867940071
0                         0.1600260383767001       0.2012185861434218       9.999955286906083        1                        0                        0.1600260383767001       0.20121858614342172
0.05969551878260006       0.08429948905692443      0.2683872387357322       10.000049605856507       1                        0.05969551878260006      0.08429948905692443      0.2683872387357322
0                         0                        0.29999999999999993      9.999968167098826        1                        0                        0                        0.2999999999999999
0.08233226909461479       0                        0.25541575158112695      10.000006004575686       1                        0.08233226909461479      0                        0.2554157515811269
0.04506208874511742       0.1938434889973622       0.11552697048860841      10.000027724228694       1                        0.04506208874511742      0.19384348899736226      0.11552697048860842
0                         0.22952061558653702      0.15752829557866713      9.999996203398535        1                        0                        0.22952061558653708      0.15752829557866715
0.060139370006042095      0.1974766826495407       0.05045443216666125      9.999980355061135        1                        0.060139370006042095     0.19747668264954077      0.05045443216666124
0                         0.2                      0                        10.000081879018662       1                        0                        0.19999999999999998      0
0.07230687138033452       0.1494426638131644       0                        10.000062281624901       1                        0.07230687138033452      0.14944266381316446      0
0.08313273503022969       0.24810613339018678      0                        9.999969605991888        1                        0.08313273503022968      0.2481061333901868       0
0.19999999999999996       0                        0                        10.000011410379722       1                        0.19999999999999996      0                        0
0.14987604515323696       0.0895618356696248       0                        10.000026927280727       1                        0.149876045153237        0.08956183566962482      0
0.14944587340002755       0                        0.07231280551895573      10.000022061250727       1                        0.14944587340002752      0                        0.07231280551895572
0.09996123960633421       0.08854692867910825      0.19907198744459237      10.000020175981724       1                        0.09996123960633425      0.08854692867910828      0.19907198744459248
0.08053144164746824       0.09162761427459738      0.10947563080790693      10.00000862224997        1                        0.08053144164746827      0.09162761427459735      0.10947563080790697
0.11520374340035258       0.09059472497211109      0.05473781540395346      9.999971501901028        1                        0.11520374340035258      0.09059472497211109      0.054737815403953484
0.13507739258266052       0.14225760048435312      0.05045443216666125      9.999980460459135        1                        0.13507739258266052      0.14225760048435315      0.05045443216666125
0.08053144164746824       0.1401578793646692       0.155646679737276        10.000012120622875       1                        0.08053144164746825      0.14015787936466922      0.15564667973727606
0.15525437834748204       0.060600862925879254     0.11327185333870518      10.000056115151203       1                        0.15525437834748204      0.06060086292587925      0.11327185333870517
0.16270699508107891       0.08525717618794616      0.1872487044764465       10.00008577680317        1                        0.16270699508107891      0.08525717618794616      0.18724870447644648
0.25464259645355536       0.08164883420349867      0                        10.000018781540108       1                        0.2546425964535554       0.08164883420349867      0
0.25623213467532563       0.07112484856468894      0.06219368780702918      10.000002299970204       1                        0.2562321346753257       0.07112484856468894      0.062193687807029184
0.29999999999999993       0                        0                        10.000031871559507       1                        0.2999999999999999       0                        0
0.12027874001208419       0.19495336529908142      0.1009088643333225       10.000000435562473       1                        0.12027874001208425      0.19495336529908147      0.10090886433332254
0.3518792789615612        0.08269845007788412      0                        10.000035018764057       1                        0.35187927896156107      0.0826984500778841       0
0.24886672693028916       0                        0.08451616050430814      10.000038828891034       1                        0.2488667269302892       0                        0.08451616050430812
0.35000000000000003       0                        0.08660254037844396      9.99997121915099         1                        0.35                     0                        0.08660254037844398
0.20139268408351502       0                        0.16015044942468015      10.000034257032738       1                        0.201392684083515        0                        0.1601504494246802
0.15756923147791577       0                        0.2297165444172941       10.000029569058622       1                        0.15756923147791577      0                        0.22971654441729414
0                         0.30000000000000004      0                        9.999979855864238        1                        0                        0.30000000000000004      0
0                         0.25464259645355536      0.0816488342034988       9.999988377263882        1                        0                        0.2546425964535554       0.08164883420349882
0.07237654309816523       0.3444101470069603       0.06125785349374048      9.999983291602497        1                        0.07237654309816526      0.3444101470069603       0.06125785349374048
0.08660254037844389       0.35000000000000003      0                        10.000033149572216       1                        0.08660254037844389      0.35000000000000003      0
0.1667337249029611        0.3004827126867326       0                        10.00000546153597        1                        0.16673372490296104      0.30048271268673254      0
0                         0.4                      0                        10.000003396433216       1                        0                        0.39999999999999997      0
0.17669713810146312       0.051666992233844425     0.2682457311182141       10.00002410668264        1                        0.17669713810146306      0.05166699223384442      0.2682457311182142
0.11939103756520017       0.08546624308361912      0.28866834408127773      9.999999857788238        1                        0.11939103756520011      0.08546624308361912      0.2886683440812777
0.05969551878260006       0.08603439173103157      0.31933417204063885      9.999983725160183        1                        0.05969551878260006      0.08603439173103157      0.31933417204063896
0                         0.08660254037844396      0.35000000000000003      10.000021808337054       1                        0                        0.08660254037844396      0.35000000000000003
0                         0                        0.39999999999999997      9.99998535946811         1                        0                        0                        0.39999999999999997
0.08491560976396272       0                        0.35133581065410546      9.99999974153745         1                        0.08491560976396272      0                        0.3513358106541054
0.16031044798837485       0                        0.3100279948338851       10.00001141597713        1                        0.16031044798837482      0                        0.3100279948338852
0.07368281349100066       0.06264847627088029      0.4215330136563192       10.00002819921137        1                        0.07368281349100064      0.06264847627088031      0.42153301365631907
0                         0.08660254037844396      0.45                     9.999995796349145        1                        0                        0.08660254037844398      0.4500000000000001
0                         0                        0.49999999999999994      10.000003893317796       1                        0                        0                        0.49999999999999994
0                         0.35187927896156124      0.08269845007788412      9.999979917542714        1                        0                        0.35187927896156124      0.08269845007788412
